Dates,Destination,InviaCode,Operator,MealType,Price,Hotel,Airport,Minute
13.8. - 27.8.,Korfu,106603,Electra Tours,Bez stravy,18 590 Kč,Sun Village,Praha,FM
13.8. - 27.8.,Korfu,106603,Electra Tours,Snídaně,21 690 Kč,Sun Village,Praha,FM
19.8. - 26.8.,Korfu,106603,Electra Tours,Snídaně,15 390 Kč,Sun Village,Praha,FM
19.8. - 26.8.,Korfu,106603,Electra Tours,Bez stravy,13 890 Kč,Sun Village,Praha,FM
20.8. - 31.8.,Korfu,106603,Electra Tours,Bez stravy,16 390 Kč,Sun Village,Praha,FM
20.8. - 31.8.,Korfu,106603,Electra Tours,Snídaně,18 790 Kč,Sun Village,Praha,FM
20.7. - 3.8.,Kréta,72317,Electra Tours,All Inclusive,55 990 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
23.7. - 30.7.,Kréta,72317,Electra Tours,All Inclusive,31 250 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
23.7. - 30.7.,Kréta,72317,Electra Tours,All Inclusive,31 250 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
23.7. - 30.7.,Kréta,72317,Electra Tours,Polopenze,62 490 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
23.7. - 30.7.,Kréta,72317,Electra Tours,Polopenze,62 490 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
23.7. - 6.8.,Kréta,72317,Electra Tours,All Inclusive,54 350 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
26.7. - 6.8.,Kréta,72317,Electra Tours,All Inclusive,45 290 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
26.7. - 6.8.,Kréta,72317,Electra Tours,Polopenze,90 390 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
27.7. - 30.7.,Kréta,72317,Electra Tours,All Inclusive,18 550 Kč,Minos Imperial Luxury Resort & Spa,Praha,Last minute
27.7. - 30.7.,Kréta,72317,Electra Tours,Polopenze,31 350 Kč,Minos Imperial Luxury Resort & Spa,Praha,Last minute
27.7. - 10.8.,Kréta,72317,Electra Tours,All Inclusive,55 990 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
30.7. - 6.8.,Kréta,72317,Electra Tours,Polopenze,62 490 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
30.7. - 6.8.,Kréta,72317,Electra Tours,Polopenze,62 490 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
7.10. - 14.10.,Rhodos,83718,Electra Tours,Plná penze,27 790 Kč,Port Royal Villas & Spa,Praha,FM
7.10. - 14.10.,Rhodos,83718,Electra Tours,Polopenze,23 790 Kč,Port Royal Villas & Spa,Praha,FM
7.10. - 14.10.,Rhodos,83718,Electra Tours,All Inclusive,31 850 Kč,Port Royal Villas & Spa,Praha,FM
7.10. - 14.10.,Rhodos,83718,Electra Tours,Snídaně,19 750 Kč,Port Royal Villas & Spa,Praha,FM
21.5. - 28.5.,Kréta,30572,Electra Tours,Polopenze,12 790 Kč,Castello Village,Praha,FM
21.5. - 28.5.,Kréta,30572,Electra Tours,Snídaně,12 350 Kč,Castello Village,Praha,FM
21.5. - 4.6.,Kréta,30572,Electra Tours,Snídaně,18 990 Kč,Castello Village,Praha,FM
21.5. - 4.6.,Kréta,30572,Electra Tours,Polopenze,19 950 Kč,Castello Village,Praha,FM
24.5. - 4.6.,Kréta,30572,Electra Tours,Snídaně,17 750 Kč,Castello Village,Praha,FM
24.5. - 4.6.,Kréta,30572,Electra Tours,Polopenze,18 650 Kč,Castello Village,Praha,FM
28.5. - 4.6.,Kréta,30572,Electra Tours,Polopenze,13 990 Kč,Castello Village,Praha,FM
28.5. - 4.6.,Kréta,30572,Electra Tours,Snídaně,13 490 Kč,Castello Village,Praha,FM
28.5. - 11.6.,Kréta,30572,Electra Tours,Polopenze,20 850 Kč,Castello Village,Praha,FM
28.5. - 11.6.,Kréta,30572,Electra Tours,Snídaně,19 790 Kč,Castello Village,Praha,FM
24.8. - 27.8.,Kréta,26598,Electra Tours,Bez stravy,10 490 Kč,Sunshine,Praha,FM
24.8. - 7.9.,Kréta,26598,Electra Tours,Snídaně,17 990 Kč,Sunshine,Brno,FM
24.8. - 7.9.,Kréta,26598,Electra Tours,Bez stravy,15 450 Kč,Sunshine,Brno,FM
27.8. - 3.9.,Kréta,26598,Electra Tours,Snídaně,13 450 Kč,Sunshine,Praha,FM
27.8. - 3.9.,Kréta,26598,Electra Tours,Snídaně,13 450 Kč,Sunshine,Brno,FM
27.8. - 3.9.,Kréta,26598,Electra Tours,Bez stravy,12 250 Kč,Sunshine,Praha,FM
27.8. - 3.9.,Kréta,26598,Electra Tours,Bez stravy,12 250 Kč,Sunshine,Brno,FM
27.8. - 6.9.,Kréta,26598,Electra Tours,Snídaně,15 290 Kč,Sunshine,Praha,FM
27.8. - 6.9.,Kréta,26598,Electra Tours,Bez stravy,13 490 Kč,Sunshine,Praha,FM
27.8. - 10.9.,Kréta,26598,Electra Tours,Snídaně,17 290 Kč,Sunshine,Praha,FM
27.8. - 10.9.,Kréta,26598,Electra Tours,Bez stravy,14 850 Kč,Sunshine,Praha,FM
30.8. - 3.9.,Kréta,26598,Electra Tours,Bez stravy,10 750 Kč,Sunshine,Praha,Last minute
5.9. - 12.9.,Rhodos,8302,Electra Tours,Snídaně,24 350 Kč,Eden Roc Resort,Brno,FM
5.9. - 12.9.,Rhodos,8302,Electra Tours,All Inclusive,21 690 Kč,Eden Roc Resort,Brno,FM
5.9. - 19.9.,Rhodos,8302,Electra Tours,All Inclusive,33 590 Kč,Eden Roc Resort,Brno,FM
5.9. - 19.9.,Rhodos,8302,Electra Tours,Snídaně,40 590 Kč,Eden Roc Resort,Brno,FM
7.9. - 10.9.,Rhodos,8302,Electra Tours,Snídaně,15 150 Kč,Eden Roc Resort,Praha,Last minute
7.9. - 10.9.,Rhodos,8302,Electra Tours,All Inclusive,14 150 Kč,Eden Roc Resort,Praha,Last minute
9.9. - 16.9.,Rhodos,8302,Electra Tours,All Inclusive,20 750 Kč,Eden Roc Resort,Praha,FM
9.9. - 16.9.,Rhodos,8302,Electra Tours,Snídaně,23 990 Kč,Eden Roc Resort,Praha,FM
10.9. - 24.9.,Rhodos,8302,Electra Tours,All Inclusive,31 990 Kč,Eden Roc Resort,Praha,Last minute
10.9. - 24.9.,Rhodos,8302,Electra Tours,Snídaně,37 990 Kč,Eden Roc Resort,Praha,Last minute
30.7. - 13.8.,Rhodos,98393,Electra Tours,Snídaně,18 750 Kč,Golden Days,Praha,FM
30.7. - 13.8.,Rhodos,98393,Electra Tours,Bez stravy,17 650 Kč,Golden Days,Praha,FM
30.7. - 13.8.,Rhodos,98393,Electra Tours,Polopenze,21 950 Kč,Golden Days,Praha,FM
30.7. - 13.8.,Rhodos,98393,Electra Tours,Plná penze,24 450 Kč,Golden Days,Praha,FM
2.8. - 6.8.,Rhodos,98393,Electra Tours,Bez stravy,10 990 Kč,Golden Days,Praha,Last minute
2.8. - 6.8.,Rhodos,98393,Electra Tours,Plná penze,12 890 Kč,Golden Days,Praha,Last minute
2.8. - 6.8.,Rhodos,98393,Electra Tours,Snídaně,11 290 Kč,Golden Days,Praha,Last minute
2.8. - 6.8.,Rhodos,98393,Electra Tours,Polopenze,12 190 Kč,Golden Days,Praha,Last minute
3.8. - 17.8.,Rhodos,98393,Electra Tours,Snídaně,19 050 Kč,Golden Days,Praha,FM
3.8. - 17.8.,Rhodos,98393,Electra Tours,Bez stravy,17 950 Kč,Golden Days,Praha,FM
19.8. - 26.8.,Korfu,8216,Electra Tours,Bez stravy,11 990 Kč,Studia George,Praha,FM
26.8. - 2.9.,Korfu,8216,Electra Tours,Bez stravy,11 990 Kč,Studia George,Praha,FM
2.9. - 9.9.,Korfu,8216,Electra Tours,Bez stravy,10 990 Kč,Studia George,Praha,FM
9.9. - 16.9.,Korfu,8216,Electra Tours,Bez stravy,10 990 Kč,Studia George,Praha,FM
16.9. - 23.9.,Korfu,8216,Electra Tours,Bez stravy,9 990 Kč,Studia George,Praha,FM
23.9. - 30.9.,Korfu,8216,Electra Tours,Bez stravy,9 990 Kč,Studia George,Praha,FM
20.7. - 3.8.,Kréta,8851,Electra Tours,All Inclusive,27 250 Kč,Pela Maria,Brno,FM
23.7. - 30.7.,Kréta,8851,Electra Tours,All Inclusive,17 790 Kč,Pela Maria,Praha,FM
23.7. - 30.7.,Kréta,8851,Electra Tours,All Inclusive,17 790 Kč,Pela Maria,Brno,FM
23.7. - 6.8.,Kréta,8851,Electra Tours,All Inclusive,26 590 Kč,Pela Maria,Praha,FM
26.7. - 6.8.,Kréta,8851,Electra Tours,All Inclusive,23 350 Kč,Pela Maria,Praha,FM
27.7. - 30.7.,Kréta,8851,Electra Tours,All Inclusive,12 750 Kč,Pela Maria,Praha,Last minute
27.7. - 10.8.,Kréta,8851,Electra Tours,All Inclusive,27 250 Kč,Pela Maria,Brno,FM
30.7. - 6.8.,Kréta,8851,Electra Tours,All Inclusive,17 790 Kč,Pela Maria,Praha,FM
30.7. - 6.8.,Kréta,8851,Electra Tours,All Inclusive,17 790 Kč,Pela Maria,Brno,FM
30.7. - 13.8.,Kréta,8851,Electra Tours,All Inclusive,26 590 Kč,Pela Maria,Praha,FM
2.8. - 6.8.,Kréta,8851,Electra Tours,All Inclusive,13 990 Kč,Pela Maria,Praha,Last minute
3.8. - 17.8.,Kréta,8851,Electra Tours,All Inclusive,27 250 Kč,Pela Maria,Brno,FM
27.9. - 8.10.,Kréta,99821,Electra Tours,Bez stravy,12 190 Kč,Dias Luxury Studios & Apartments,Praha,FM
27.9. - 8.10.,Kréta,99821,Electra Tours,Snídaně,13 890 Kč,Dias Luxury Studios & Apartments,Praha,FM
28.9. - 1.10.,Kréta,99821,Electra Tours,Bez stravy,9 850 Kč,Dias Luxury Studios & Apartments,Praha,FM
28.9. - 1.10.,Kréta,99821,Electra Tours,Snídaně,10 290 Kč,Dias Luxury Studios & Apartments,Praha,FM
1.10. - 8.10.,Kréta,99821,Electra Tours,Bez stravy,10 950 Kč,Dias Luxury Studios & Apartments,Praha,FM
1.10. - 8.10.,Kréta,99821,Electra Tours,Snídaně,11 990 Kč,Dias Luxury Studios & Apartments,Praha,FM
1.10. - 15.10.,Kréta,99821,Electra Tours,Bez stravy,12 950 Kč,Dias Luxury Studios & Apartments,Praha,FM
1.10. - 15.10.,Kréta,99821,Electra Tours,Snídaně,14 990 Kč,Dias Luxury Studios & Apartments,Praha,FM
8.10. - 15.10.,Kréta,99821,Electra Tours,Snídaně,11 990 Kč,Dias Luxury Studios & Apartments,Praha,FM
8.10. - 15.10.,Kréta,99821,Electra Tours,Bez stravy,10 950 Kč,Dias Luxury Studios & Apartments,Praha,FM
30.7. - 6.8.,Kréta,100437,Electra Tours,Bez stravy,12 790 Kč,Happy Days Studios,Praha,FM
30.7. - 6.8.,Kréta,100437,Electra Tours,Bez stravy,12 790 Kč,Happy Days Studios,Brno,FM
30.7. - 13.8.,Kréta,100437,Electra Tours,Snídaně,18 350 Kč,Happy Days Studios,Praha,FM
30.7. - 13.8.,Kréta,100437,Electra Tours,Polopenze,21 290 Kč,Happy Days Studios,Praha,FM
30.7. - 13.8.,Kréta,100437,Electra Tours,Bez stravy,16 450 Kč,Happy Days Studios,Praha,FM
2.8. - 6.8.,Kréta,100437,Electra Tours,Snídaně,11 590 Kč,Happy Days Studios,Praha,Last minute
2.8. - 6.8.,Kréta,100437,Electra Tours,Bez stravy,11 050 Kč,Happy Days Studios,Praha,Last minute
2.8. - 6.8.,Kréta,100437,Electra Tours,Polopenze,12 450 Kč,Happy Days Studios,Praha,Last minute
3.8. - 17.8.,Kréta,100437,Electra Tours,Snídaně,18 490 Kč,Happy Days Studios,Brno,FM
3.8. - 17.8.,Kréta,100437,Electra Tours,Polopenze,21 590 Kč,Happy Days Studios,Brno,FM
3.8. - 17.8.,Kréta,100437,Electra Tours,Bez stravy,16 550 Kč,Happy Days Studios,Brno,FM
8.8. - 15.8.,Rhodos,82601,Electra Tours,Polopenze,16 350 Kč,Venezia Resort,Brno,FM
8.8. - 15.8.,Rhodos,82601,Electra Tours,All Inclusive,19 050 Kč,Venezia Resort,Brno,FM
10.8. - 13.8.,Rhodos,82601,Electra Tours,Polopenze,12 150 Kč,Venezia Resort,Praha,Last minute
10.8. - 13.8.,Rhodos,82601,Electra Tours,All Inclusive,13 650 Kč,Venezia Resort,Praha,Last minute
10.8. - 20.8.,Rhodos,82601,Electra Tours,Polopenze,20 790 Kč,Venezia Resort,Praha,FM
10.8. - 20.8.,Rhodos,82601,Electra Tours,All Inclusive,24 990 Kč,Venezia Resort,Praha,FM
10.8. - 24.8.,Rhodos,82601,Electra Tours,All Inclusive,32 190 Kč,Venezia Resort,Praha,Last minute
10.8. - 24.8.,Rhodos,82601,Electra Tours,Polopenze,26 290 Kč,Venezia Resort,Praha,Last minute
12.8. - 19.8.,Rhodos,82601,Electra Tours,Polopenze,17 350 Kč,Venezia Resort,Praha,FM
12.8. - 19.8.,Rhodos,82601,Electra Tours,All Inclusive,20 190 Kč,Venezia Resort,Praha,FM
1.7. - 8.7.,Rhodos,24798,Electra Tours,Polopenze,17 690 Kč,Bayside Katsaras,Praha,FM
1.7. - 8.7.,Rhodos,24798,Electra Tours,Bez stravy,14 790 Kč,Bayside Katsaras,Praha,FM
1.7. - 8.7.,Rhodos,24798,Electra Tours,Snídaně,15 790 Kč,Bayside Katsaras,Praha,FM
4.7. - 18.7.,Rhodos,24798,Electra Tours,Bez stravy,19 890 Kč,Bayside Katsaras,Brno,FM
4.7. - 18.7.,Rhodos,24798,Electra Tours,Snídaně,21 950 Kč,Bayside Katsaras,Brno,FM
4.7. - 18.7.,Rhodos,24798,Electra Tours,Polopenze,25 850 Kč,Bayside Katsaras,Brno,FM
6.7. - 20.7.,Rhodos,24798,Electra Tours,Polopenze,25 850 Kč,Bayside Katsaras,Praha,FM
6.7. - 20.7.,Rhodos,24798,Electra Tours,Bez stravy,19 890 Kč,Bayside Katsaras,Praha,FM
6.7. - 20.7.,Rhodos,24798,Electra Tours,Snídaně,21 950 Kč,Bayside Katsaras,Praha,FM
8.7. - 15.7.,Rhodos,24798,Electra Tours,Polopenze,16 890 Kč,Bayside Katsaras,Praha,FM
24.9. - 8.10.,Kréta,100830,Electra Tours,Polopenze,23 690 Kč,Amazones Villas Apartments,Praha,FM
24.9. - 8.10.,Kréta,100830,Electra Tours,Plná penze,27 050 Kč,Amazones Villas Apartments,Praha,FM
27.9. - 1.10.,Kréta,100830,Electra Tours,Plná penze,14 150 Kč,Amazones Villas Apartments,Praha,FM
27.9. - 1.10.,Kréta,100830,Electra Tours,Bez stravy,16 250 Kč,Amazones Villas Apartments,Praha,FM
27.9. - 1.10.,Kréta,100830,Electra Tours,Snídaně,11 750 Kč,Amazones Villas Apartments,Praha,FM
27.9. - 1.10.,Kréta,100830,Electra Tours,Polopenze,13 190 Kč,Amazones Villas Apartments,Praha,FM
27.9. - 8.10.,Kréta,100830,Electra Tours,Polopenze,20 750 Kč,Amazones Villas Apartments,Praha,FM
27.9. - 8.10.,Kréta,100830,Electra Tours,Bez stravy,16 190 Kč,Amazones Villas Apartments,Praha,FM
27.9. - 8.10.,Kréta,100830,Electra Tours,Plná penze,23 690 Kč,Amazones Villas Apartments,Praha,FM
27.9. - 8.10.,Kréta,100830,Electra Tours,Snídaně,16 850 Kč,Amazones Villas Apartments,Praha,FM
8.7. - 12.7.,Kréta,100423,Electra Tours,Snídaně,12 890 Kč,Kastro Beach Apartments,Praha,FM
9.7. - 16.7.,Kréta,100423,Electra Tours,Snídaně,15 850 Kč,Kastro Beach Apartments,Praha,FM
9.7. - 16.7.,Kréta,100423,Electra Tours,Snídaně,15 850 Kč,Kastro Beach Apartments,Brno,FM
9.7. - 23.7.,Kréta,100423,Electra Tours,Snídaně,22 690 Kč,Kastro Beach Apartments,Praha,FM
13.7. - 27.7.,Kréta,100423,Electra Tours,Snídaně,23 190 Kč,Kastro Beach Apartments,Brno,FM
15.7. - 18.7.,Kréta,100423,Electra Tours,Snídaně,11 950 Kč,Kastro Beach Apartments,Praha,FM
16.7. - 23.7.,Kréta,100423,Electra Tours,Snídaně,15 850 Kč,Kastro Beach Apartments,Praha,FM
16.7. - 23.7.,Kréta,100423,Electra Tours,Snídaně,15 850 Kč,Kastro Beach Apartments,Brno,FM
16.7. - 30.7.,Kréta,100423,Electra Tours,Snídaně,22 690 Kč,Kastro Beach Apartments,Praha,FM
19.7. - 23.7.,Kréta,100423,Electra Tours,Bez stravy,12 250 Kč,Kastro Beach Apartments,Praha,FM
19.7. - 23.7.,Kréta,100423,Electra Tours,Snídaně,12 790 Kč,Kastro Beach Apartments,Praha,FM
20.7. - 3.8.,Kréta,100423,Electra Tours,Bez stravy,20 890 Kč,Kastro Beach Apartments,Brno,FM
4.6. - 18.6.,Korfu,54743,Electra Tours,Snídaně,14 890 Kč,Mega,Praha,FM
4.6. - 18.6.,Korfu,54743,Electra Tours,Polopenze,18 890 Kč,Mega,Praha,FM
4.6. - 18.6.,Korfu,54743,Electra Tours,Plná penze,21 790 Kč,Mega,Praha,FM
5.6. - 12.6.,Korfu,54743,Electra Tours,Snídaně,11 490 Kč,Mega,Brno,FM
5.6. - 12.6.,Korfu,54743,Electra Tours,Plná penze,14 950 Kč,Mega,Brno,FM
5.6. - 12.6.,Korfu,54743,Electra Tours,Polopenze,13 490 Kč,Mega,Brno,FM
8.6. - 15.6.,Korfu,54743,Electra Tours,Snídaně,11 490 Kč,Mega,Brno,FM
8.6. - 15.6.,Korfu,54743,Electra Tours,Plná penze,14 950 Kč,Mega,Brno,FM
8.6. - 15.6.,Korfu,54743,Electra Tours,Polopenze,13 490 Kč,Mega,Brno,FM
10.6. - 17.6.,Korfu,54743,Electra Tours,Polopenze,13 190 Kč,Mega,Praha,FM
15.7. - 22.7.,Korfu,9078,Electra Tours,Snídaně,12 890 Kč,Silver Beach,Praha,FM
15.7. - 22.7.,Korfu,9078,Electra Tours,Polopenze,14 090 Kč,Silver Beach,Praha,FM
16.7. - 30.7.,Korfu,9078,Electra Tours,Snídaně,16 550 Kč,Silver Beach,Praha,FM
16.7. - 30.7.,Korfu,9078,Electra Tours,Polopenze,18 950 Kč,Silver Beach,Praha,FM
20.7. - 27.7.,Korfu,9078,Electra Tours,Snídaně,12 890 Kč,Silver Beach,Brno,FM
20.7. - 27.7.,Korfu,9078,Electra Tours,Polopenze,14 050 Kč,Silver Beach,Brno,FM
20.7. - 30.7.,Korfu,9078,Electra Tours,Polopenze,16 490 Kč,Silver Beach,Praha,FM
20.7. - 30.7.,Korfu,9078,Electra Tours,Snídaně,14 790 Kč,Silver Beach,Praha,FM
22.7. - 29.7.,Korfu,9078,Electra Tours,Snídaně,12 890 Kč,Silver Beach,Praha,FM
22.7. - 29.7.,Korfu,9078,Electra Tours,Polopenze,14 090 Kč,Silver Beach,Praha,FM
20.8. - 3.9.,Korfu,106603,Electra Tours,Bez stravy,17 190 Kč,Sun Village,Praha,FM
20.8. - 3.9.,Korfu,106603,Electra Tours,Snídaně,20 190 Kč,Sun Village,Praha,FM
21.8. - 28.8.,Korfu,106603,Electra Tours,Snídaně,15 390 Kč,Sun Village,Brno,FM
21.8. - 28.8.,Korfu,106603,Electra Tours,Bez stravy,13 890 Kč,Sun Village,Brno,FM
23.8. - 3.9.,Korfu,106603,Electra Tours,Bez stravy,15 590 Kč,Sun Village,Praha,FM
23.8. - 3.9.,Korfu,106603,Electra Tours,Snídaně,17 950 Kč,Sun Village,Praha,FM
24.8. - 31.8.,Korfu,106603,Electra Tours,Snídaně,14 690 Kč,Sun Village,Brno,FM
24.8. - 31.8.,Korfu,106603,Electra Tours,Bez stravy,13 250 Kč,Sun Village,Brno,FM
26.8. - 2.9.,Korfu,106603,Electra Tours,Snídaně,14 250 Kč,Sun Village,Praha,FM
26.8. - 2.9.,Korfu,106603,Electra Tours,Bez stravy,12 850 Kč,Sun Village,Praha,FM
30.7. - 6.8.,Kréta,72317,Electra Tours,All Inclusive,31 250 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
30.7. - 6.8.,Kréta,72317,Electra Tours,All Inclusive,31 250 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
30.7. - 13.8.,Kréta,72317,Electra Tours,All Inclusive,54 350 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
2.8. - 6.8.,Kréta,72317,Electra Tours,Polopenze,38 750 Kč,Minos Imperial Luxury Resort & Spa,Praha,Last minute
2.8. - 6.8.,Kréta,72317,Electra Tours,All Inclusive,21 690 Kč,Minos Imperial Luxury Resort & Spa,Praha,Last minute
3.8. - 17.8.,Kréta,72317,Electra Tours,All Inclusive,55 990 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
6.8. - 13.8.,Kréta,72317,Electra Tours,Polopenze,81 650 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
6.8. - 13.8.,Kréta,72317,Electra Tours,Polopenze,81 650 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
6.8. - 13.8.,Kréta,72317,Electra Tours,All Inclusive,31 250 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
6.8. - 13.8.,Kréta,72317,Electra Tours,All Inclusive,31 250 Kč,Minos Imperial Luxury Resort & Spa,Brno,FM
6.8. - 16.8.,Kréta,72317,Electra Tours,Polopenze,109 390 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
6.8. - 16.8.,Kréta,72317,Electra Tours,All Inclusive,41 990 Kč,Minos Imperial Luxury Resort & Spa,Praha,FM
10.8. - 13.8.,Kréta,72317,Electra Tours,Polopenze,39 250 Kč,Minos Imperial Luxury Resort & Spa,Praha,Last minute
21.5. - 28.5.,Kréta,87501,Electra Tours,Bez stravy,9 350 Kč,Cosmi Apartments,Praha,FM
21.5. - 4.6.,Kréta,87501,Electra Tours,Bez stravy,12 190 Kč,Cosmi Apartments,Praha,FM
24.5. - 4.6.,Kréta,87501,Electra Tours,Bez stravy,11 590 Kč,Cosmi Apartments,Praha,FM
28.5. - 4.6.,Kréta,87501,Electra Tours,Bez stravy,9 690 Kč,Cosmi Apartments,Praha,FM
28.5. - 11.6.,Kréta,87501,Electra Tours,Bez stravy,12 190 Kč,Cosmi Apartments,Praha,FM
1.6. - 4.6.,Kréta,87501,Electra Tours,Bez stravy,8 890 Kč,Cosmi Apartments,Praha,FM
1.6. - 4.6.,Kréta,87501,Electra Tours,Bez stravy,8 890 Kč,Cosmi Apartments,Brno,FM
1.6. - 15.6.,Kréta,87501,Electra Tours,Bez stravy,12 950 Kč,Cosmi Apartments,Brno,FM
4.6. - 11.6.,Kréta,87501,Electra Tours,Bez stravy,9 690 Kč,Cosmi Apartments,Praha,FM
4.6. - 11.6.,Kréta,87501,Electra Tours,Bez stravy,9 690 Kč,Cosmi Apartments,Brno,FM
4.6. - 14.6.,Kréta,87501,Electra Tours,Bez stravy,11 850 Kč,Cosmi Apartments,Praha,FM
4.6. - 18.6.,Kréta,87501,Electra Tours,Bez stravy,13 550 Kč,Cosmi Apartments,Praha,FM
1.6. - 4.6.,Kréta,30572,Electra Tours,Polopenze,10 750 Kč,Castello Village,Praha,FM
1.6. - 4.6.,Kréta,30572,Electra Tours,Polopenze,10 750 Kč,Castello Village,Brno,FM
1.6. - 4.6.,Kréta,30572,Electra Tours,Snídaně,10 490 Kč,Castello Village,Praha,FM
1.6. - 4.6.,Kréta,30572,Electra Tours,Snídaně,10 490 Kč,Castello Village,Brno,FM
1.6. - 15.6.,Kréta,30572,Electra Tours,Snídaně,20 150 Kč,Castello Village,Brno,FM
1.6. - 15.6.,Kréta,30572,Electra Tours,Polopenze,21 250 Kč,Castello Village,Brno,FM
4.6. - 11.6.,Kréta,30572,Electra Tours,Snídaně,13 490 Kč,Castello Village,Praha,FM
4.6. - 11.6.,Kréta,30572,Electra Tours,Snídaně,13 490 Kč,Castello Village,Brno,FM
4.6. - 11.6.,Kréta,30572,Electra Tours,Polopenze,13 990 Kč,Castello Village,Praha,FM
4.6. - 14.6.,Kréta,30572,Electra Tours,Polopenze,17 750 Kč,Castello Village,Praha,FM
4.6. - 14.6.,Kréta,30572,Electra Tours,Snídaně,16 950 Kč,Castello Village,Praha,FM
4.6. - 18.6.,Kréta,30572,Electra Tours,Polopenze,29 850 Kč,Castello Village,Praha,FM
4.6. - 18.6.,Kréta,30572,Electra Tours,Snídaně,19 790 Kč,Castello Village,Praha,FM
30.8. - 3.9.,Kréta,26598,Electra Tours,Snídaně,11 450 Kč,Sunshine,Praha,Last minute
31.8. - 14.9.,Kréta,26598,Electra Tours,Snídaně,17 050 Kč,Sunshine,Brno,FM
31.8. - 14.9.,Kréta,26598,Electra Tours,Bez stravy,14 490 Kč,Sunshine,Brno,FM
3.9. - 10.9.,Kréta,26598,Electra Tours,Snídaně,12 850 Kč,Sunshine,Praha,FM
3.9. - 10.9.,Kréta,26598,Electra Tours,Snídaně,12 850 Kč,Sunshine,Brno,FM
3.9. - 10.9.,Kréta,26598,Electra Tours,Bez stravy,11 590 Kč,Sunshine,Praha,FM
3.9. - 10.9.,Kréta,26598,Electra Tours,Bez stravy,11 590 Kč,Sunshine,Brno,FM
3.9. - 17.9.,Kréta,26598,Electra Tours,Snídaně,16 650 Kč,Sunshine,Praha,FM
3.9. - 17.9.,Kréta,26598,Electra Tours,Bez stravy,14 190 Kč,Sunshine,Praha,FM
6.9. - 17.9.,Kréta,26598,Electra Tours,Snídaně,15 250 Kč,Sunshine,Praha,FM
6.9. - 17.9.,Kréta,26598,Electra Tours,Bez stravy,13 190 Kč,Sunshine,Praha,FM
7.9. - 10.9.,Kréta,26598,Electra Tours,Snídaně,10 650 Kč,Sunshine,Praha,Last minute
12.9. - 19.9.,Rhodos,8302,Electra Tours,Snídaně,24 090 Kč,Eden Roc Resort,Brno,FM
12.9. - 19.9.,Rhodos,8302,Electra Tours,All Inclusive,19 750 Kč,Eden Roc Resort,Brno,FM
13.9. - 17.9.,Rhodos,8302,Electra Tours,All Inclusive,14 750 Kč,Eden Roc Resort,Praha,Last minute
13.9. - 17.9.,Rhodos,8302,Electra Tours,Snídaně,17 350 Kč,Eden Roc Resort,Praha,Last minute
13.9. - 23.9.,Rhodos,8302,Electra Tours,Snídaně,29 090 Kč,Eden Roc Resort,Praha,FM
13.9. - 23.9.,Rhodos,8302,Electra Tours,All Inclusive,24 250 Kč,Eden Roc Resort,Praha,FM
14.9. - 28.9.,Rhodos,8302,Electra Tours,Snídaně,34 850 Kč,Eden Roc Resort,Praha,FM
14.9. - 28.9.,Rhodos,8302,Electra Tours,All Inclusive,31 050 Kč,Eden Roc Resort,Praha,FM
16.9. - 23.9.,Rhodos,8302,Electra Tours,Snídaně,22 590 Kč,Eden Roc Resort,Praha,FM
16.9. - 23.9.,Rhodos,8302,Electra Tours,All Inclusive,19 690 Kč,Eden Roc Resort,Praha,FM
3.8. - 17.8.,Rhodos,98393,Electra Tours,Plná penze,24 750 Kč,Golden Days,Praha,FM
3.8. - 17.8.,Rhodos,98393,Electra Tours,Polopenze,22 250 Kč,Golden Days,Praha,FM
5.8. - 12.8.,Rhodos,98393,Electra Tours,Bez stravy,13 290 Kč,Golden Days,Praha,FM
5.8. - 12.8.,Rhodos,98393,Electra Tours,Plná penze,16 590 Kč,Golden Days,Praha,FM
5.8. - 12.8.,Rhodos,98393,Electra Tours,Polopenze,15 390 Kč,Golden Days,Praha,FM
5.8. - 12.8.,Rhodos,98393,Electra Tours,Snídaně,13 850 Kč,Golden Days,Praha,FM
6.8. - 20.8.,Rhodos,98393,Electra Tours,Snídaně,19 050 Kč,Golden Days,Praha,FM
