Dates,Destination,InviaCode,Operator,MealType,Price,Hotel,Airport,Minute
27.7. - 30.7.,Kréta,7901,Electra Tours,Polopenze,13 290 Kč,Asterias Vilage,Praha,Last minute
27.7. - 30.7.,Kréta,7901,Electra Tours,Bez stravy,11 750 Kč,Asterias Vilage,Praha,Last minute
27.7. - 30.7.,Kréta,7901,Electra Tours,Snídaně,12 350 Kč,Asterias Vilage,Praha,Last minute
30.7. - 6.8.,Kréta,7901,Electra Tours,Snídaně,16 790 Kč,Asterias Vilage,Praha,FM
30.7. - 6.8.,Kréta,7901,Electra Tours,Snídaně,16 790 Kč,Asterias Vilage,Brno,FM
30.7. - 6.8.,Kréta,7901,Electra Tours,Polopenze,19 050 Kč,Asterias Vilage,Praha,FM
30.7. - 6.8.,Kréta,7901,Electra Tours,Polopenze,19 050 Kč,Asterias Vilage,Brno,FM
30.7. - 6.8.,Kréta,7901,Electra Tours,Bez stravy,15 450 Kč,Asterias Vilage,Praha,FM
30.7. - 6.8.,Kréta,7901,Electra Tours,Bez stravy,15 450 Kč,Asterias Vilage,Brno,FM
30.7. - 13.8.,Kréta,7901,Electra Tours,Polopenze,29 050 Kč,Asterias Vilage,Praha,FM
30.7. - 13.8.,Kréta,7901,Electra Tours,Bez stravy,21 890 Kč,Asterias Vilage,Praha,FM
30.7. - 13.8.,Kréta,7901,Electra Tours,Snídaně,24 590 Kč,Asterias Vilage,Praha,FM
2.8. - 6.8.,Kréta,7901,Electra Tours,Bez stravy,12 690 Kč,Asterias Vilage,Praha,Last minute
24.8. - 27.8.,Rhodos,9102,Electra Tours,Snídaně,11 490 Kč,Solemar,Praha,Last minute
24.8. - 7.9.,Rhodos,9102,Electra Tours,All Inclusive,23 590 Kč,Solemar,Praha,Last minute
24.8. - 7.9.,Rhodos,9102,Electra Tours,Snídaně,19 890 Kč,Solemar,Praha,Last minute
24.8. - 7.9.,Rhodos,9102,Electra Tours,Polopenze,21 250 Kč,Solemar,Praha,Last minute
25.8. - 8.9.,Rhodos,9102,Electra Tours,Snídaně,19 490 Kč,Solemar,Brno,FM
25.8. - 8.9.,Rhodos,9102,Electra Tours,All Inclusive,23 190 Kč,Solemar,Brno,FM
25.8. - 8.9.,Rhodos,9102,Electra Tours,Polopenze,20 890 Kč,Solemar,Brno,FM
26.8. - 2.9.,Rhodos,9102,Electra Tours,Polopenze,15 090 Kč,Solemar,Praha,FM
26.8. - 2.9.,Rhodos,9102,Electra Tours,All Inclusive,16 250 Kč,Solemar,Praha,FM
26.8. - 2.9.,Rhodos,9102,Electra Tours,Snídaně,14 450 Kč,Solemar,Praha,FM
10.9. - 17.9.,Kréta,100013,Electra Tours,Bez stravy,10 590 Kč,Elgoni Apartments,Praha,FM
10.9. - 17.9.,Kréta,100013,Electra Tours,Bez stravy,10 590 Kč,Elgoni Apartments,Brno,FM
10.9. - 17.9.,Kréta,100013,Electra Tours,Snídaně,11 390 Kč,Elgoni Apartments,Praha,FM
10.9. - 17.9.,Kréta,100013,Electra Tours,Snídaně,11 390 Kč,Elgoni Apartments,Brno,FM
10.9. - 24.9.,Kréta,100013,Electra Tours,Bez stravy,11 890 Kč,Elgoni Apartments,Praha,FM
10.9. - 24.9.,Kréta,100013,Electra Tours,Snídaně,13 450 Kč,Elgoni Apartments,Praha,FM
13.9. - 17.9.,Kréta,100013,Electra Tours,Snídaně,10 350 Kč,Elgoni Apartments,Praha,Last minute
13.9. - 17.9.,Kréta,100013,Electra Tours,Bez stravy,9 890 Kč,Elgoni Apartments,Praha,Last minute
14.9. - 28.9.,Kréta,100013,Electra Tours,Snídaně,13 390 Kč,Elgoni Apartments,Brno,FM
14.9. - 28.9.,Kréta,100013,Electra Tours,Bez stravy,11 750 Kč,Elgoni Apartments,Brno,FM
17.9. - 24.9.,Kréta,100013,Electra Tours,Bez stravy,10 250 Kč,Elgoni Apartments,Praha,FM
17.9. - 24.9.,Kréta,100013,Electra Tours,Bez stravy,10 250 Kč,Elgoni Apartments,Brno,FM
17.9. - 24.9.,Kréta,100013,Electra Tours,Snídaně,11 050 Kč,Elgoni Apartments,Praha,FM
17.9. - 24.9.,Kréta,100013,Electra Tours,Snídaně,11 050 Kč,Elgoni Apartments,Brno,FM
30.7. - 10.8.,Korfu,94774,Electra Tours,All Inclusive,24 090 Kč,Hellinis,Praha,FM
30.7. - 10.8.,Korfu,94774,Electra Tours,Polopenze,21 790 Kč,Hellinis,Praha,FM
30.7. - 13.8.,Korfu,94774,Electra Tours,Snídaně,20 490 Kč,Hellinis,Praha,FM
30.7. - 13.8.,Korfu,94774,Electra Tours,All Inclusive,27 690 Kč,Hellinis,Praha,FM
30.7. - 13.8.,Korfu,94774,Electra Tours,Polopenze,24 790 Kč,Hellinis,Praha,FM
2.8. - 13.8.,Korfu,94774,Electra Tours,Snídaně,18 590 Kč,Hellinis,Praha,FM
2.8. - 13.8.,Korfu,94774,Electra Tours,Polopenze,21 990 Kč,Hellinis,Praha,FM
2.8. - 13.8.,Korfu,94774,Electra Tours,All Inclusive,24 250 Kč,Hellinis,Praha,FM
5.8. - 12.8.,Korfu,94774,Electra Tours,Snídaně,14 890 Kč,Hellinis,Praha,FM
5.8. - 12.8.,Korfu,94774,Electra Tours,All Inclusive,18 350 Kč,Hellinis,Praha,FM
17.8. - 31.8.,Rhodos,25991,Electra Tours,Snídaně,15 550 Kč,Maran,Praha,Last minute
17.8. - 31.8.,Rhodos,25991,Electra Tours,Bez stravy,14 650 Kč,Maran,Praha,Last minute
19.8. - 26.8.,Rhodos,25991,Electra Tours,Snídaně,12 550 Kč,Maran,Praha,FM
19.8. - 26.8.,Rhodos,25991,Electra Tours,Bez stravy,12 090 Kč,Maran,Praha,FM
20.8. - 31.8.,Rhodos,25991,Electra Tours,Bez stravy,12 590 Kč,Maran,Praha,FM
20.8. - 31.8.,Rhodos,25991,Electra Tours,Snídaně,13 350 Kč,Maran,Praha,FM
20.8. - 3.9.,Rhodos,25991,Electra Tours,Snídaně,14 990 Kč,Maran,Praha,Last minute
20.8. - 3.9.,Rhodos,25991,Electra Tours,Bez stravy,14 050 Kč,Maran,Praha,Last minute
22.8. - 29.8.,Rhodos,25991,Electra Tours,Snídaně,11 490 Kč,Maran,Brno,FM
22.8. - 29.8.,Rhodos,25991,Electra Tours,Bez stravy,11 050 Kč,Maran,Brno,FM
3.9. - 13.9.,Korfu,100415,Electra Tours,All Inclusive,18 550 Kč,Royal Boutique,Praha,FM
3.9. - 17.9.,Korfu,100415,Electra Tours,Snídaně,18 650 Kč,Royal Boutique,Praha,FM
3.9. - 17.9.,Korfu,100415,Electra Tours,Polopenze,22 650 Kč,Royal Boutique,Praha,FM
3.9. - 17.9.,Korfu,100415,Electra Tours,All Inclusive,21 850 Kč,Royal Boutique,Praha,FM
7.9. - 14.9.,Korfu,100415,Electra Tours,Snídaně,13 790 Kč,Royal Boutique,Brno,FM
7.9. - 14.9.,Korfu,100415,Electra Tours,Polopenze,15 750 Kč,Royal Boutique,Brno,FM
7.9. - 14.9.,Korfu,100415,Electra Tours,All Inclusive,15 350 Kč,Royal Boutique,Brno,FM
9.9. - 16.9.,Korfu,100415,Electra Tours,Polopenze,15 650 Kč,Royal Boutique,Praha,FM
9.9. - 16.9.,Korfu,100415,Electra Tours,All Inclusive,15 250 Kč,Royal Boutique,Praha,FM
9.9. - 16.9.,Korfu,100415,Electra Tours,Snídaně,13 690 Kč,Royal Boutique,Praha,FM
7.6. - 11.6.,Kréta,22610,Electra Tours,Polopenze,13 250 Kč,Lavris,Praha,Last minute
7.6. - 11.6.,Kréta,22610,Electra Tours,All Inclusive,14 690 Kč,Lavris,Praha,Last minute
8.6. - 22.6.,Kréta,22610,Electra Tours,Polopenze,27 590 Kč,Lavris,Brno,FM
8.6. - 22.6.,Kréta,22610,Electra Tours,All Inclusive,32 950 Kč,Lavris,Brno,FM
11.6. - 18.6.,Kréta,22610,Electra Tours,Polopenze,17 490 Kč,Lavris,Praha,FM
11.6. - 18.6.,Kréta,22610,Electra Tours,Polopenze,17 490 Kč,Lavris,Brno,FM
11.6. - 18.6.,Kréta,22610,Electra Tours,All Inclusive,20 050 Kč,Lavris,Praha,FM
11.6. - 18.6.,Kréta,22610,Electra Tours,All Inclusive,20 050 Kč,Lavris,Brno,FM
11.6. - 25.6.,Kréta,22610,Electra Tours,Polopenze,27 750 Kč,Lavris,Praha,FM
11.6. - 25.6.,Kréta,22610,Electra Tours,All Inclusive,32 950 Kč,Lavris,Praha,FM
14.6. - 25.6.,Kréta,22610,Electra Tours,All Inclusive,28 490 Kč,Lavris,Praha,FM
14.6. - 25.6.,Kréta,22610,Electra Tours,Polopenze,24 250 Kč,Lavris,Praha,FM
9.9. - 16.9.,Korfu,106611,Electra Tours,Polopenze,15 650 Kč,Aurora,Praha,FM
9.9. - 16.9.,Korfu,106611,Electra Tours,Snídaně,13 850 Kč,Aurora,Praha,FM
10.9. - 21.9.,Korfu,106611,Electra Tours,Polopenze,19 850 Kč,Aurora,Praha,FM
10.9. - 21.9.,Korfu,106611,Electra Tours,Snídaně,16 950 Kč,Aurora,Praha,FM
10.9. - 24.9.,Korfu,106611,Electra Tours,Snídaně,18 090 Kč,Aurora,Praha,FM
10.9. - 24.9.,Korfu,106611,Electra Tours,Polopenze,21 850 Kč,Aurora,Praha,FM
11.9. - 18.9.,Korfu,106611,Electra Tours,Polopenze,15 750 Kč,Aurora,Brno,FM
11.9. - 18.9.,Korfu,106611,Electra Tours,Snídaně,13 950 Kč,Aurora,Brno,FM
13.9. - 24.9.,Korfu,106611,Electra Tours,Polopenze,19 350 Kč,Aurora,Praha,FM
13.9. - 24.9.,Korfu,106611,Electra Tours,Snídaně,16 390 Kč,Aurora,Praha,FM
16.6. - 23.6.,Rhodos,103970,Electra Tours,All Inclusive,13 950 Kč,Maritime,Brno,FM
16.6. - 23.6.,Rhodos,103970,Electra Tours,Polopenze,12 290 Kč,Maritime,Brno,FM
17.6. - 24.6.,Rhodos,103970,Electra Tours,Polopenze,11 850 Kč,Maritime,Praha,FM
17.6. - 24.6.,Rhodos,103970,Electra Tours,All Inclusive,13 450 Kč,Maritime,Praha,FM
20.6. - 27.6.,Rhodos,103970,Electra Tours,All Inclusive,13 350 Kč,Maritime,Brno,FM
20.6. - 27.6.,Rhodos,103970,Electra Tours,Polopenze,11 750 Kč,Maritime,Brno,FM
21.6. - 25.6.,Rhodos,103970,Electra Tours,All Inclusive,11 250 Kč,Maritime,Praha,FM
21.6. - 25.6.,Rhodos,103970,Electra Tours,Polopenze,10 290 Kč,Maritime,Praha,FM
24.6. - 1.7.,Rhodos,103970,Electra Tours,Polopenze,11 850 Kč,Maritime,Praha,FM
24.6. - 1.7.,Rhodos,103970,Electra Tours,All Inclusive,13 450 Kč,Maritime,Praha,FM
3.9. - 17.9.,Korfu,37422,Electra Tours,Snídaně,16 490 Kč,Gouvia,Praha,FM
3.9. - 17.9.,Korfu,37422,Electra Tours,Polopenze,21 490 Kč,Gouvia,Praha,FM
7.9. - 14.9.,Korfu,37422,Electra Tours,Polopenze,15 190 Kč,Gouvia,Brno,FM
7.9. - 14.9.,Korfu,37422,Electra Tours,Snídaně,12 750 Kč,Gouvia,Brno,FM
9.9. - 16.9.,Korfu,37422,Electra Tours,Snídaně,12 650 Kč,Gouvia,Praha,FM
9.9. - 16.9.,Korfu,37422,Electra Tours,Polopenze,15 050 Kč,Gouvia,Praha,FM
10.9. - 21.9.,Korfu,37422,Electra Tours,Snídaně,15 350 Kč,Gouvia,Praha,FM
10.9. - 21.9.,Korfu,37422,Electra Tours,Polopenze,19 250 Kč,Gouvia,Praha,FM
10.9. - 24.9.,Korfu,37422,Electra Tours,Snídaně,16 490 Kč,Gouvia,Praha,FM
10.9. - 24.9.,Korfu,37422,Electra Tours,Polopenze,21 490 Kč,Gouvia,Praha,FM
23.9. - 4.10.,Rhodos,8178,Electra Tours,Polopenze,15 450 Kč,Fantasia,Praha,FM
24.9. - 8.10.,Rhodos,8178,Electra Tours,Polopenze,16 950 Kč,Fantasia,Praha,FM
27.9. - 1.10.,Rhodos,8178,Electra Tours,Polopenze,10 450 Kč,Fantasia,Praha,FM
30.9. - 7.10.,Rhodos,8178,Electra Tours,Polopenze,12 490 Kč,Fantasia,Praha,FM
4.10. - 11.10.,Rhodos,8178,Electra Tours,Polopenze,11 690 Kč,Fantasia,Praha,FM
4.10. - 15.10.,Rhodos,8178,Electra Tours,Polopenze,14 090 Kč,Fantasia,Praha,FM
7.10. - 14.10.,Rhodos,8178,Electra Tours,Polopenze,11 690 Kč,Fantasia,Praha,FM
7.9. - 14.9.,Korfu,106278,Electra Tours,Polopenze,15 490 Kč,Apollon,Brno,FM
9.9. - 16.9.,Korfu,106278,Electra Tours,Polopenze,15 390 Kč,Apollon,Praha,FM
10.9. - 21.9.,Korfu,106278,Electra Tours,Polopenze,19 750 Kč,Apollon,Praha,FM
10.9. - 21.9.,Korfu,106278,Electra Tours,Snídaně,17 490 Kč,Apollon,Praha,FM
10.9. - 24.9.,Korfu,106278,Electra Tours,Polopenze,22 150 Kč,Apollon,Praha,FM
10.9. - 24.9.,Korfu,106278,Electra Tours,Snídaně,19 290 Kč,Apollon,Praha,FM
11.9. - 18.9.,Korfu,106278,Electra Tours,Polopenze,15 490 Kč,Apollon,Brno,FM
11.9. - 18.9.,Korfu,106278,Electra Tours,Snídaně,14 090 Kč,Apollon,Brno,FM
13.9. - 24.9.,Korfu,106278,Electra Tours,Polopenze,19 750 Kč,Apollon,Praha,FM
13.9. - 24.9.,Korfu,106278,Electra Tours,Snídaně,17 490 Kč,Apollon,Praha,FM
30.7. - 13.8.,Rhodos,29365,Electra Tours,Polopenze,49 450 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
2.8. - 6.8.,Rhodos,29365,Electra Tours,Plná penze,22 590 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
2.8. - 6.8.,Rhodos,29365,Electra Tours,Snídaně,18 190 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
2.8. - 6.8.,Rhodos,29365,Electra Tours,Polopenze,20 690 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
3.8. - 17.8.,Rhodos,29365,Electra Tours,Snídaně,41 650 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
3.8. - 17.8.,Rhodos,29365,Electra Tours,Plná penze,56 790 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
3.8. - 17.8.,Rhodos,29365,Electra Tours,Polopenze,50 350 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
3.8. - 17.8.,Rhodos,29365,Electra Tours,All Inclusive,66 090 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
5.8. - 12.8.,Rhodos,29365,Electra Tours,Plná penze,32 050 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
5.8. - 12.8.,Rhodos,29365,Electra Tours,All Inclusive,36 490 Kč,Atrium Palace Thalasso Spa Resort & Villas,Praha,FM
20.7. - 3.8.,Kréta,49746,Electra Tours,All Inclusive,37 190 Kč,Katrin Hotel & Bungalovy,Brno,FM
23.7. - 30.7.,Kréta,49746,Electra Tours,All Inclusive,22 590 Kč,Katrin Hotel & Bungalovy,Praha,FM
23.7. - 30.7.,Kréta,49746,Electra Tours,All Inclusive,22 590 Kč,Katrin Hotel & Bungalovy,Brno,FM
23.7. - 6.8.,Kréta,49746,Electra Tours,All Inclusive,36 190 Kč,Katrin Hotel & Bungalovy,Praha,FM
26.7. - 6.8.,Kréta,49746,Electra Tours,All Inclusive,31 150 Kč,Katrin Hotel & Bungalovy,Praha,FM
27.7. - 30.7.,Kréta,49746,Electra Tours,All Inclusive,14 790 Kč,Katrin Hotel & Bungalovy,Praha,FM
27.7. - 10.8.,Kréta,49746,Electra Tours,All Inclusive,37 190 Kč,Katrin Hotel & Bungalovy,Brno,FM
30.7. - 6.8.,Kréta,49746,Electra Tours,All Inclusive,22 590 Kč,Katrin Hotel & Bungalovy,Praha,FM
30.7. - 6.8.,Kréta,49746,Electra Tours,All Inclusive,22 590 Kč,Katrin Hotel & Bungalovy,Brno,FM
30.7. - 13.8.,Kréta,49746,Electra Tours,All Inclusive,36 190 Kč,Katrin Hotel & Bungalovy,Praha,FM
2.8. - 6.8.,Kréta,49746,Electra Tours,All Inclusive,16 750 Kč,Katrin Hotel & Bungalovy,Praha,FM
3.8. - 17.8.,Kréta,49746,Electra Tours,All Inclusive,37 190 Kč,Katrin Hotel & Bungalovy,Brno,FM
23.7. - 30.7.,Kréta,8294,Electra Tours,All Inclusive,20 450 Kč,Hersonissos Palace,Praha,FM
23.7. - 30.7.,Kréta,8294,Electra Tours,All Inclusive,20 450 Kč,Hersonissos Palace,Brno,FM
23.7. - 6.8.,Kréta,8294,Electra Tours,All Inclusive,31 890 Kč,Hersonissos Palace,Praha,FM
26.7. - 6.8.,Kréta,8294,Electra Tours,All Inclusive,27 650 Kč,Hersonissos Palace,Praha,FM
27.7. - 30.7.,Kréta,8294,Electra Tours,All Inclusive,13 590 Kč,Hersonissos Palace,Praha,Last minute
27.7. - 10.8.,Kréta,8294,Electra Tours,All Inclusive,32 750 Kč,Hersonissos Palace,Brno,FM
30.7. - 6.8.,Kréta,8294,Electra Tours,All Inclusive,20 450 Kč,Hersonissos Palace,Praha,FM
30.7. - 6.8.,Kréta,8294,Electra Tours,All Inclusive,20 450 Kč,Hersonissos Palace,Brno,FM
30.7. - 13.8.,Kréta,8294,Electra Tours,All Inclusive,31 890 Kč,Hersonissos Palace,Praha,FM
2.8. - 6.8.,Kréta,8294,Electra Tours,All Inclusive,15 550 Kč,Hersonissos Palace,Praha,FM
3.8. - 17.8.,Kréta,8294,Electra Tours,All Inclusive,32 750 Kč,Hersonissos Palace,Brno,FM
6.8. - 13.8.,Kréta,8294,Electra Tours,All Inclusive,20 450 Kč,Hersonissos Palace,Praha,FM
6.8. - 13.8.,Kréta,8294,Electra Tours,All Inclusive,20 450 Kč,Hersonissos Palace,Brno,FM
30.9. - 7.10.,Rhodos,23604,Electra Tours,Bez stravy,10 690 Kč,Studio Anika,Praha,FM
30.9. - 7.10.,Rhodos,23604,Electra Tours,Polopenze,13 350 Kč,Studio Anika,Praha,FM
4.10. - 11.10.,Rhodos,23604,Electra Tours,Polopenze,12 590 Kč,Studio Anika,Praha,FM
4.10. - 11.10.,Rhodos,23604,Electra Tours,Bez stravy,9 890 Kč,Studio Anika,Praha,FM
4.10. - 11.10.,Rhodos,23604,Electra Tours,Snídaně,10 950 Kč,Studio Anika,Praha,FM
4.10. - 15.10.,Rhodos,23604,Electra Tours,Bez stravy,11 190 Kč,Studio Anika,Praha,FM
4.10. - 15.10.,Rhodos,23604,Electra Tours,Snídaně,12 950 Kč,Studio Anika,Praha,FM
4.10. - 15.10.,Rhodos,23604,Electra Tours,Polopenze,15 550 Kč,Studio Anika,Praha,FM
7.10. - 14.10.,Rhodos,23604,Electra Tours,Polopenze,12 590 Kč,Studio Anika,Praha,FM
7.10. - 14.10.,Rhodos,23604,Electra Tours,Bez stravy,9 890 Kč,Studio Anika,Praha,FM
2.8. - 6.8.,Kréta,7901,Electra Tours,Polopenze,14 690 Kč,Asterias Vilage,Praha,Last minute
2.8. - 6.8.,Kréta,7901,Electra Tours,Snídaně,13 450 Kč,Asterias Vilage,Praha,Last minute
3.8. - 17.8.,Kréta,7901,Electra Tours,Bez stravy,22 350 Kč,Asterias Vilage,Brno,FM
3.8. - 17.8.,Kréta,7901,Electra Tours,Polopenze,29 790 Kč,Asterias Vilage,Brno,FM
3.8. - 17.8.,Kréta,7901,Electra Tours,Snídaně,25 150 Kč,Asterias Vilage,Brno,FM
6.8. - 13.8.,Kréta,7901,Electra Tours,Bez stravy,15 450 Kč,Asterias Vilage,Praha,FM
6.8. - 13.8.,Kréta,7901,Electra Tours,Bez stravy,15 450 Kč,Asterias Vilage,Brno,FM
6.8. - 13.8.,Kréta,7901,Electra Tours,Snídaně,16 790 Kč,Asterias Vilage,Praha,FM
6.8. - 13.8.,Kréta,7901,Electra Tours,Snídaně,16 790 Kč,Asterias Vilage,Brno,FM
6.8. - 13.8.,Kréta,7901,Electra Tours,Polopenze,19 050 Kč,Asterias Vilage,Praha,FM
6.8. - 13.8.,Kréta,7901,Electra Tours,Polopenze,19 050 Kč,Asterias Vilage,Brno,FM
6.8. - 16.8.,Kréta,7901,Electra Tours,Snídaně,20 550 Kč,Asterias Vilage,Praha,FM
6.8. - 16.8.,Kréta,7901,Electra Tours,Polopenze,23 850 Kč,Asterias Vilage,Praha,FM
28.8. - 4.9.,Rhodos,9102,Electra Tours,Snídaně,13 550 Kč,Solemar,Brno,FM
28.8. - 4.9.,Rhodos,9102,Electra Tours,All Inclusive,15 690 Kč,Solemar,Brno,FM
28.8. - 4.9.,Rhodos,9102,Electra Tours,Bez stravy,12 390 Kč,Solemar,Brno,FM
28.8. - 4.9.,Rhodos,9102,Electra Tours,Polopenze,14 550 Kč,Solemar,Brno,FM
28.8. - 11.9.,Rhodos,9102,Electra Tours,Snídaně,18 150 Kč,Solemar,Brno,FM
28.8. - 11.9.,Rhodos,9102,Electra Tours,All Inclusive,22 050 Kč,Solemar,Brno,FM
28.8. - 11.9.,Rhodos,9102,Electra Tours,Bez stravy,15 850 Kč,Solemar,Brno,FM
28.8. - 11.9.,Rhodos,9102,Electra Tours,Polopenze,19 690 Kč,Solemar,Brno,FM
29.8. - 5.9.,Rhodos,9102,Electra Tours,Bez stravy,11 850 Kč,Solemar,Brno,FM
29.8. - 5.9.,Rhodos,9102,Electra Tours,Polopenze,13 590 Kč,Solemar,Brno,FM
17.9. - 27.9.,Kréta,100013,Electra Tours,Snídaně,12 050 Kč,Elgoni Apartments,Praha,FM
17.9. - 27.9.,Kréta,100013,Electra Tours,Bez stravy,10 850 Kč,Elgoni Apartments,Praha,FM
17.9. - 1.10.,Kréta,100013,Electra Tours,Bez stravy,11 550 Kč,Elgoni Apartments,Praha,FM
17.9. - 1.10.,Kréta,100013,Electra Tours,Snídaně,13 150 Kč,Elgoni Apartments,Praha,FM
21.9. - 24.9.,Kréta,100013,Electra Tours,Snídaně,9 750 Kč,Elgoni Apartments,Praha,Last minute
21.9. - 24.9.,Kréta,100013,Electra Tours,Bez stravy,9 450 Kč,Elgoni Apartments,Praha,Last minute
24.9. - 1.10.,Kréta,100013,Electra Tours,Bez stravy,10 050 Kč,Elgoni Apartments,Praha,FM
24.9. - 1.10.,Kréta,100013,Electra Tours,Snídaně,10 790 Kč,Elgoni Apartments,Praha,FM
24.9. - 8.10.,Kréta,100013,Electra Tours,Bez stravy,11 050 Kč,Elgoni Apartments,Praha,FM
24.9. - 8.10.,Kréta,100013,Electra Tours,Snídaně,12 650 Kč,Elgoni Apartments,Praha,FM
5.8. - 12.8.,Korfu,94774,Electra Tours,Polopenze,16 950 Kč,Hellinis,Praha,FM
6.8. - 20.8.,Korfu,94774,Electra Tours,Snídaně,20 690 Kč,Hellinis,Praha,FM
6.8. - 20.8.,Korfu,94774,Electra Tours,All Inclusive,27 850 Kč,Hellinis,Praha,FM
6.8. - 20.8.,Korfu,94774,Electra Tours,Polopenze,24 950 Kč,Hellinis,Praha,FM
10.8. - 17.8.,Korfu,94774,Electra Tours,Snídaně,14 890 Kč,Hellinis,Brno,FM
10.8. - 17.8.,Korfu,94774,Electra Tours,All Inclusive,18 350 Kč,Hellinis,Brno,FM
10.8. - 17.8.,Korfu,94774,Electra Tours,Polopenze,16 950 Kč,Hellinis,Brno,FM
10.8. - 20.8.,Korfu,94774,Electra Tours,Snídaně,17 750 Kč,Hellinis,Praha,FM
10.8. - 20.8.,Korfu,94774,Electra Tours,Polopenze,20 790 Kč,Hellinis,Praha,FM
10.8. - 20.8.,Korfu,94774,Electra Tours,All Inclusive,22 850 Kč,Hellinis,Praha,FM
22.8. - 5.9.,Rhodos,25991,Electra Tours,Snídaně,14 650 Kč,Maran,Brno,FM
22.8. - 5.9.,Rhodos,25991,Electra Tours,Bez stravy,13 690 Kč,Maran,Brno,FM
23.8. - 2.9.,Rhodos,25991,Electra Tours,Snídaně,12 850 Kč,Maran,Praha,FM
23.8. - 2.9.,Rhodos,25991,Electra Tours,Bez stravy,12 190 Kč,Maran,Praha,FM
24.8. - 27.8.,Rhodos,25991,Electra Tours,Snídaně,9 690 Kč,Maran,Praha,FM
24.8. - 27.8.,Rhodos,25991,Electra Tours,Bez stravy,9 490 Kč,Maran,Praha,FM
24.8. - 7.9.,Rhodos,25991,Electra Tours,Snídaně,14 250 Kč,Maran,Praha,Last minute
24.8. - 7.9.,Rhodos,25991,Electra Tours,Bez stravy,13 290 Kč,Maran,Praha,Last minute
25.8. - 8.9.,Rhodos,25991,Electra Tours,Bez stravy,13 090 Kč,Maran,Brno,FM
25.8. - 8.9.,Rhodos,25991,Electra Tours,Snídaně,14 050 Kč,Maran,Brno,FM
10.9. - 21.9.,Korfu,100415,Electra Tours,Snídaně,18 390 Kč,Royal Boutique,Praha,FM
10.9. - 21.9.,Korfu,100415,Electra Tours,All Inclusive,19 550 Kč,Royal Boutique,Praha,FM
10.9. - 21.9.,Korfu,100415,Electra Tours,Polopenze,21 390 Kč,Royal Boutique,Praha,FM
10.9. - 24.9.,Korfu,100415,Electra Tours,Polopenze,24 250 Kč,Royal Boutique,Praha,FM
10.9. - 24.9.,Korfu,100415,Electra Tours,All Inclusive,21 850 Kč,Royal Boutique,Praha,FM
10.9. - 24.9.,Korfu,100415,Electra Tours,Snídaně,20 390 Kč,Royal Boutique,Praha,FM
11.9. - 18.9.,Korfu,100415,Electra Tours,Snídaně,13 790 Kč,Royal Boutique,Brno,FM
11.9. - 18.9.,Korfu,100415,Electra Tours,Polopenze,15 750 Kč,Royal Boutique,Brno,FM
11.9. - 18.9.,Korfu,100415,Electra Tours,All Inclusive,15 350 Kč,Royal Boutique,Brno,FM
13.9. - 24.9.,Korfu,100415,Electra Tours,Polopenze,21 390 Kč,Royal Boutique,Praha,FM
15.6. - 18.6.,Kréta,22610,Electra Tours,All Inclusive,14 090 Kč,Lavris,Praha,Last minute
15.6. - 18.6.,Kréta,22610,Electra Tours,Polopenze,12 990 Kč,Lavris,Praha,Last minute
15.6. - 29.6.,Kréta,22610,Electra Tours,All Inclusive,33 790 Kč,Lavris,Brno,FM
15.6. - 29.6.,Kréta,22610,Electra Tours,Polopenze,28 450 Kč,Lavris,Brno,FM
18.6. - 25.6.,Kréta,22610,Electra Tours,Polopenze,18 150 Kč,Lavris,Praha,FM
18.6. - 25.6.,Kréta,22610,Electra Tours,Polopenze,18 150 Kč,Lavris,Brno,FM
18.6. - 25.6.,Kréta,22610,Electra Tours,All Inclusive,20 750 Kč,Lavris,Praha,FM
18.6. - 25.6.,Kréta,22610,Electra Tours,All Inclusive,20 750 Kč,Lavris,Brno,FM
18.6. - 2.7.,Kréta,22610,Electra Tours,Polopenze,27 950 Kč,Lavris,Praha,FM
18.6. - 2.7.,Kréta,22610,Electra Tours,All Inclusive,33 090 Kč,Lavris,Praha,FM
21.6. - 25.6.,Kréta,22610,Electra Tours,All Inclusive,15 850 Kč,Lavris,Praha,Last minute
21.6. - 25.6.,Kréta,22610,Electra Tours,Polopenze,14 350 Kč,Lavris,Praha,Last minute
14.9. - 21.9.,Korfu,106611,Electra Tours,Polopenze,15 390 Kč,Aurora,Brno,FM
14.9. - 21.9.,Korfu,106611,Electra Tours,Snídaně,13 650 Kč,Aurora,Brno,FM
16.9. - 23.9.,Korfu,106611,Electra Tours,Snídaně,13 390 Kč,Aurora,Praha,FM
16.9. - 23.9.,Korfu,106611,Electra Tours,Polopenze,15 190 Kč,Aurora,Praha,FM
