Dates,Price,Destination,InviaCode,Operator,MealType
"
							30.4. - 7.5.
							(8 dní)
						",15090,Kreta,98050,Exim Tours,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",21390,Kreta,98050,Exim Tours,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",10290,Kreta,108968,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",13290,Kreta,108968,Pantour,All Inclusive
"
							19.5. - 2.6.
							(15 dní)
						",15090,Kreta,108968,Pantour,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",11590,Kreta,87982,Pantour,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",14290,Kreta,87982,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",15090,Kreta,87982,Pantour,Polopenze
"
							30.4. - 14.5.
							(15 dní)
						",28490,Kreta,8359,Fischer 1 - cestovní kancelář,Polopenze
"
							30.4. - 14.5.
							(15 dní)
						",39990,Kreta,8359,Fischer 1 - cestovní kancelář,All Inclusive
"
							7.5. - 21.5.
							(15 dní)
						",28490,Kreta,8359,Fischer 1 - cestovní kancelář,Polopenze
"
							5.5. - 12.5.
							(8 dní)
						",15070,Kreta,9731,Greece tours,Snídaně
"
							5.5. - 15.5.
							(11 dní)
						",17570,Kreta,9731,Greece tours,Snídaně
"
							5.5. - 19.5.
							(15 dní)
						",20900,Kreta,9731,Greece tours,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",9090,Kreta,23359,Pantour,Bez stravy
"
							13.5. - 20.5.
							(8 dní)
						",9890,Kreta,23359,Pantour,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",11190,Kreta,23359,Pantour,Polopenze
"
							17.5. - 27.5.
							(11 dní)
						",25277,Kreta,9084,Brenna,All Inclusive
"
							20.5. - 27.5.
							(8 dní)
						",21423,Kreta,9084,Brenna,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",22739,Kreta,9084,Brenna,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",10707,Kreta,9333,Travel 2002,Bez stravy
"
							3.6. - 10.6.
							(8 dní)
						",10707,Kreta,9333,Travel 2002,Bez stravy
"
							7.6. - 17.6.
							(11 dní)
						",11835,Kreta,9333,Travel 2002,Bez stravy
"
							7.5. - 14.5.
							(8 dní)
						",12842,Kreta,8807,Exim Tours,Polopenze
"
							7.5. - 21.5.
							(15 dní)
						",17210,Kreta,8807,Exim Tours,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",11190,Kreta,8807,Pantour,Polopenze
"
							21.5. - 28.5.
							(8 dní)
						",18990,Kreta,9494,Exim Tours,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",18990,Kreta,9494,Exim Tours,All Inclusive
"
							28.5. - 11.6.
							(15 dní)
						",29590,Kreta,9494,Exim Tours,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",12493,Kreta,111778,Travel 2002,Bez stravy
"
							3.6. - 10.6.
							(8 dní)
						",11929,Kreta,111778,Travel 2002,Bez stravy
"
							10.6. - 17.6.
							(8 dní)
						",11929,Kreta,111778,Travel 2002,Bez stravy
"
							6.7. - 13.7.
							(8 dní)
						",15651,Kreta,99297,Firo Tour,Bez stravy
"
							6.7. - 20.7.
							(15 dní)
						",21319,Kreta,99297,Firo Tour,Bez stravy
"
							13.7. - 20.7.
							(8 dní)
						",14866,Kreta,99297,Firo Tour,Bez stravy
"
							27.5. - 3.6.
							(8 dní)
						",17287,Kreta,7949,Brenna,Polopenze
"
							27.5. - 7.6.
							(12 dní)
						",23491,Kreta,7949,Brenna,Polopenze
"
							1.6. - 8.6.
							(8 dní)
						",14781,Kreta,7949,Firo Tour,Polopenze
"
							27.5. - 7.6.
							(12 dní)
						",12807,Kreta,70226,Bulgariatour,Bez stravy
"
							3.6. - 10.6.
							(8 dní)
						",10070,Kreta,70226,Bulgariatour,Bez stravy
"
							3.6. - 10.6.
							(8 dní)
						",11390,Kreta,70226,Bulgariatour,Snídaně
"
							16.4. - 23.4.
							(8 dní)
						",15890,Kreta,37065,Exim Tours,All Inclusive
"
							23.4. - 30.4.
							(8 dní)
						",15890,Kreta,37065,Exim Tours,All Inclusive
"
							30.4. - 7.5.
							(8 dní)
						",16090,Kreta,37065,Exim Tours,All Inclusive
"
							17.5. - 27.5.
							(11 dní)
						",15689,Kreta,44845,Brenna,Polopenze
"
							17.5. - 27.5.
							(11 dní)
						",19073,Kreta,44845,Brenna,All Inclusive
"
							20.5. - 27.5.
							(8 dní)
						",13715,Kreta,44845,Brenna,Polopenze
"
							7.5. - 14.5.
							(8 dní)
						",17225,Kreta,29640,Exim Tours,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",15122,Kreta,29640,Exim Tours,Polopenze
"
							7.5. - 21.5.
							(15 dní)
						",25693,Kreta,29640,Exim Tours,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",12990,Kreta,21936,Blue Style,Polopenze
"
							28.5. - 8.6.
							(12 dní)
						",14990,Kreta,21936,Blue Style,Polopenze
"
							28.5. - 11.6.
							(15 dní)
						",16590,Kreta,21936,Blue Style,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",17430,Kreta,7886,Fischer 1 - cestovní kancelář,All Inclusive
"
							27.5. - 10.6.
							(15 dní)
						",26180,Kreta,7886,Fischer 1 - cestovní kancelář,All Inclusive
"
							31.5. - 7.6.
							(8 dní)
						",17430,Kreta,7886,Fischer 1 - cestovní kancelář,All Inclusive
"
							3.6. - 14.6.
							(12 dní)
						",18152,Kreta,29966,TIP travel,All Inclusive
"
							7.6. - 14.6.
							(8 dní)
						",14952,Kreta,29966,TIP travel,All Inclusive
"
							7.6. - 21.6.
							(15 dní)
						",23520,Kreta,29966,Koala Tours SK,All Inclusive
"
							28.5. - 8.6.
							(12 dní)
						",18681,Kreta,7911,Alexandria,All Inclusive
"
							1.6. - 8.6.
							(8 dní)
						",16011,Kreta,7911,Alexandria,All Inclusive
"
							4.6. - 11.6.
							(8 dní)
						",16011,Kreta,7911,Alexandria,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",16390,Kreta,30719,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",21890,Kreta,30719,Pantour,All Inclusive
"
							19.5. - 2.6.
							(15 dní)
						",27590,Kreta,30719,Pantour,All Inclusive
"
							30.4. - 7.5.
							(8 dní)
						",14803,Kreta,52042,Inex,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",20875,Kreta,52042,Inex,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",14803,Kreta,52042,Inex,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",16535,Kreta,100549,Travel 2002,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",15971,Kreta,100549,Travel 2002,All Inclusive
"
							10.6. - 17.6.
							(8 dní)
						",15971,Kreta,100549,Travel 2002,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",12280,Kreta,7951,Fischer 1 - cestovní kancelář,All Inclusive
"
							20.5. - 3.6.
							(15 dní)
						",17780,Kreta,7951,Fischer 1 - cestovní kancelář,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",12280,Kreta,7951,Fischer 1 - cestovní kancelář,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",13920,Kreta,8745,My Planet (Travel Planet),All Inclusive
"
							31.5. - 10.6.
							(11 dní)
						",17192,Kreta,8745,Čedok,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",13460,Kreta,8745,My Planet (Travel Planet),All Inclusive
"
							10.6. - 17.6.
							(8 dní)
						",23809,Kreta,8055,Firo-tour SK,All Inclusive
"
							18.6. - 25.6.
							(8 dní)
						",27292,Kreta,8055,Firo Tour,All Inclusive
"
							2.7. - 9.7.
							(8 dní)
						",31746,Kreta,8055,Firo Tour,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",22681,Kreta,29161,Neckermann CZ,All Inclusive
"
							28.5. - 11.6.
							(15 dní)
						",36967,Kreta,29161,Neckermann CZ,All Inclusive
"
							4.6. - 11.6.
							(8 dní)
						",23490,Kreta,29161,Neckermann CZ,All Inclusive
"
							14.4. - 21.4.
							(8 dní)
						",25319,Kreta,36900,Solartour SK,All Inclusive
"
							14.4. - 21.4.
							(8 dní)
						",22368,Kreta,36900,Solartour SK,Polopenze
"
							14.4. - 21.4.
							(8 dní)
						",20766,Kreta,36900,Solartour SK,Snídaně
"
							30.4. - 7.5.
							(8 dní)
						",21611,Kreta,8198,Inex,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",34583,Kreta,8198,Inex,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",21611,Kreta,8198,Inex,All Inclusive
"
							9.4. - 16.4.
							(8 dní)
						",17190,Kreta,8899,Exim Tours,All Inclusive
"
							9.4. - 23.4.
							(15 dní)
						",25690,Kreta,8899,Exim Tours,All Inclusive
"
							16.4. - 23.4.
							(8 dní)
						",17190,Kreta,8899,Exim Tours,All Inclusive
"
							9.4. - 16.4.
							(8 dní)
						",18390,Kreta,9050,Exim Tours,All Inclusive
"
							9.4. - 23.4.
							(15 dní)
						",27990,Kreta,9050,Exim Tours,All Inclusive
"
							16.4. - 23.4.
							(8 dní)
						",18390,Kreta,9050,Exim Tours,All Inclusive
"
							9.4. - 16.4.
							(8 dní)
						",13490,Kreta,104777,Fischer 1 - cestovní kancelář,All Inclusive
"
							16.4. - 23.4.
							(8 dní)
						",13490,Kreta,104777,Fischer 1 - cestovní kancelář,All Inclusive
"
							23.4. - 30.4.
							(8 dní)
						",12990,Kreta,104777,Fischer 1 - cestovní kancelář,All Inclusive
"
							1.6. - 8.6.
							(8 dní)
						",10580,Kreta,104470,Pantour,All Inclusive
"
							1.6. - 11.6.
							(11 dní)
						",14190,Kreta,104470,Pantour,All Inclusive
"
							2.6. - 9.6.
							(8 dní)
						",10580,Kreta,104470,Pantour,All Inclusive
"
							30.4. - 7.5.
							(8 dní)
						",15539,Kreta,25804,Inex,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",22255,Kreta,25804,Inex,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",15539,Kreta,25804,Inex,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",12990,Kreta,34402,Electra Tours,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",12550,Kreta,34402,Electra Tours,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",13140,Kreta,34402,My Planet (Travel Planet),All Inclusive
"
							17.5. - 27.5.
							(11 dní)
						",12117,Kreta,107155,Brenna,Bez stravy
"
							20.5. - 27.5.
							(8 dní)
						",11083,Kreta,107155,Brenna,Bez stravy
"
							27.5. - 3.6.
							(8 dní)
						",11083,Kreta,107155,Brenna,Bez stravy
"
							27.5. - 3.6.
							(8 dní)
						",15111,Kreta,7635,Viamare,Polopenze
"
							27.5. - 10.6.
							(15 dní)
						",21141,Kreta,7635,Viamare,Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",15111,Kreta,7635,Viamare,Polopenze
"
							5.5. - 12.5.
							(8 dní)
						",20790,Kreta,52977,Greece tours,Polopenze
"
							5.5. - 15.5.
							(11 dní)
						",25050,Kreta,52977,Greece tours,Polopenze
"
							5.5. - 19.5.
							(15 dní)
						",32220,Kreta,52977,Greece tours,Polopenze
"
							31.5. - 7.6.
							(8 dní)
						",17020,Kreta,9053,Fischer 1 - cestovní kancelář,Polopenze
"
							31.5. - 7.6.
							(8 dní)
						",21020,Kreta,9053,Fischer 1 - cestovní kancelář,All Inclusive
"
							31.5. - 14.6.
							(15 dní)
						",27100,Kreta,9053,Fischer 1 - cestovní kancelář,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",14279,Kreta,88106,Travel 2002,Polopenze
"
							9.9. - 16.9.
							(8 dní)
						",15971,Kreta,88106,Brenna,Polopenze
"
							9.9. - 20.9.
							(12 dní)
						",19449,Kreta,88106,Brenna,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",11151,Kreta,34610,Viamare,Bez stravy
"
							3.6. - 10.6.
							(8 dní)
						",11961,Kreta,34610,Viamare,Bez stravy
"
							17.6. - 24.6.
							(8 dní)
						",11691,Kreta,34610,Viamare,Bez stravy
"
							27.5. - 10.6.
							(15 dní)
						",13941,Kreta,9222,KM Travel (Tvarbet Moravia),Bez stravy
"
							1.6. - 10.6.
							(10 dní)
						",12411,Kreta,9222,KM Travel (Tvarbet Moravia),Bez stravy
"
							10.6. - 21.6.
							(12 dní)
						",13041,Kreta,9222,KM Travel (Tvarbet Moravia),Bez stravy
"
							27.5. - 3.6.
							(8 dní)
						",16441,Kreta,23969,Travel 2002,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",14561,Kreta,23969,Travel 2002,Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",16441,Kreta,23969,Travel 2002,All Inclusive
"
							31.5. - 7.6.
							(8 dní)
						",19131,Kreta,36898,Čedok,All Inclusive
"
							31.5. - 10.6.
							(11 dní)
						",24786,Kreta,36898,Čedok,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",21084,Kreta,36898,Bulgariatour,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",11890,Kreta,21273,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",15890,Kreta,21273,Pantour,All Inclusive
"
							17.5. - 27.5.
							(11 dní)
						",16535,Kreta,21273,Brenna,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",17865,Kreta,9539,Greece tours,Snídaně
"
							13.5. - 27.5.
							(15 dní)
						",25127,Kreta,9539,Greece tours,Snídaně
"
							14.5. - 21.5.
							(8 dní)
						",12150,Kreta,9539,Fischer 3 - spec.produkt,Polopenze
"
							14.5. - 21.5.
							(8 dní)
						",11360,Kreta,8550,Fischer 3 - spec.produkt,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",10440,Kreta,8550,Fischer 3 - spec.produkt,Polopenze
"
							20.5. - 27.5.
							(8 dní)
						",11860,Kreta,8550,Fischer 3 - spec.produkt,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",11090,Kreta,106407,Pantour,Polopenze
"
							16.5. - 26.5.
							(11 dní)
						",14390,Kreta,106407,Pantour,Polopenze
"
							19.5. - 2.6.
							(15 dní)
						",16490,Kreta,106407,Pantour,Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",16966,Kreta,7948,Alexandria,Snídaně
"
							2.7. - 9.7.
							(8 dní)
						",17361,Kreta,7948,Alexandria,Snídaně
"
							2.7. - 13.7.
							(12 dní)
						",20671,Kreta,7948,Alexandria,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",16390,Kreta,8588,Pantour,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",21890,Kreta,8588,Pantour,All Inclusive
"
							19.5. - 2.6.
							(15 dní)
						",27190,Kreta,8588,Pantour,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",11990,Kreta,100479,Fischer 3 - spec.produkt,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",11690,Kreta,100479,Pantour,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",11380,Kreta,100479,Fischer 3 - spec.produkt,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",12650,Kreta,37843,Electra Tours,Snídaně
"
							21.5. - 28.5.
							(8 dní)
						",11550,Kreta,37843,Electra Tours,Bez stravy
"
							28.5. - 4.6.
							(8 dní)
						",14290,Kreta,37843,Electra Tours,Snídaně
"
							21.5. - 28.5.
							(8 dní)
						",16592,Kreta,105637,Čedok,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",16592,Kreta,105637,Čedok,All Inclusive
"
							1.6. - 8.6.
							(8 dní)
						",18169,Kreta,105637,Čedok,All Inclusive
"
							16.4. - 23.4.
							(8 dní)
						",14490,Kreta,27656,Exim Tours,Polopenze
"
							16.4. - 23.4.
							(8 dní)
						",19080,Kreta,27656,Exim Tours,All Inclusive
"
							23.4. - 30.4.
							(8 dní)
						",14490,Kreta,27656,Exim Tours,Polopenze
"
							6.5. - 13.5.
							(8 dní)
						",16480,Kreta,25809,Greece tours,Snídaně
"
							6.5. - 20.5.
							(15 dní)
						",22570,Kreta,25809,Greece tours,Snídaně
"
							13.5. - 20.5.
							(8 dní)
						",11390,Kreta,25809,Pantour,Snídaně
"
							23.4. - 30.4.
							(8 dní)
						",24070,Kreta,31225,Exim Tours,All Inclusive
"
							23.4. - 30.4.
							(8 dní)
						",19480,Kreta,31225,Exim Tours,Polopenze
"
							30.4. - 7.5.
							(8 dní)
						",19880,Kreta,31225,Exim Tours,Polopenze
"
							14.5. - 21.5.
							(8 dní)
						",14752,Kreta,8166,Firo Tour,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",16392,Kreta,8166,Firo Tour,All Inclusive
"
							21.5. - 4.6.
							(15 dní)
						",26221,Kreta,8166,Firo Tour,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",14750,Kreta,9721,Electra Tours,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",15090,Kreta,9721,My Planet (Travel Planet),All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",15990,Kreta,9721,Electra Tours,All Inclusive
"
							31.5. - 7.6.
							(8 dní)
						",17191,Kreta,8676,Čedok,All Inclusive
"
							31.5. - 10.6.
							(11 dní)
						",23211,Kreta,8676,Čedok,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",18051,Kreta,8676,Čedok,All Inclusive
"
							1.6. - 8.6.
							(8 dní)
						",12796,Kreta,9223,Alexandria,Bez stravy
"
							1.6. - 11.6.
							(11 dní)
						",14081,Kreta,9223,Alexandria,Bez stravy
"
							8.6. - 15.6.
							(8 dní)
						",12796,Kreta,9223,Alexandria,Bez stravy
"
							21.4. - 26.4.
							(6 dní)
						",20502,Kreta,50183,Neckermann CZ,All Inclusive
"
							21.4. - 28.4.
							(8 dní)
						",14571,Kreta,50183,Neckermann CZ,All Inclusive
"
							21.4. - 1.5.
							(11 dní)
						",16937,Kreta,50183,Neckermann CZ,All Inclusive
"
							30.4. - 7.5.
							(8 dní)
						",19495,Kreta,50476,Inex,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",30351,Kreta,50476,Inex,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",17470,Kreta,50476,Exim Tours,All Inclusive
"
							1.6. - 11.6.
							(11 dní)
						",23951,Kreta,38182,Alexandria,All Inclusive
"
							4.6. - 11.6.
							(8 dní)
						",18901,Kreta,38182,Alexandria,All Inclusive
"
							8.6. - 15.6.
							(8 dní)
						",20681,Kreta,38182,Alexandria,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",14031,Kreta,29965,Alexandria,Polopenze
"
							28.5. - 8.6.
							(12 dní)
						",15731,Kreta,29965,Alexandria,Polopenze
"
							28.5. - 11.6.
							(15 dní)
						",17836,Kreta,29965,Alexandria,Polopenze
"
							13.5. - 20.5.
							(8 dní)
						",11680,Kreta,107876,Pantour,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",8790,Kreta,107876,Pantour,Bez stravy
"
							16.5. - 26.5.
							(11 dní)
						",15090,Kreta,107876,Pantour,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",10270,Kreta,33146,Fischer 1 - cestovní kancelář,Bez stravy
"
							20.5. - 3.6.
							(15 dní)
						",11970,Kreta,33146,Fischer 1 - cestovní kancelář,Bez stravy
"
							27.5. - 3.6.
							(8 dní)
						",10740,Kreta,33146,Fischer 1 - cestovní kancelář,Bez stravy
"
							30.4. - 7.5.
							(8 dní)
						",15263,Kreta,76697,Inex,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",22715,Kreta,76697,Inex,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",10650,Kreta,76697,Fischer 1 - cestovní kancelář,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",11730,Kreta,109453,My Planet (Travel Planet),All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",11270,Kreta,109453,My Planet (Travel Planet),All Inclusive
"
							7.6. - 14.6.
							(8 dní)
						",11730,Kreta,109453,My Planet (Travel Planet),All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",9713,Kreta,103915,Čedok,Bez stravy
"
							28.5. - 4.6.
							(8 dní)
						",9713,Kreta,103915,Čedok,Bez stravy
"
							1.6. - 8.6.
							(8 dní)
						",9713,Kreta,103915,Čedok,Bez stravy
"
							30.4. - 7.5.
							(8 dní)
						",30810,Kreta,7974,Fischer 1 - cestovní kancelář,Snídaně
"
							30.4. - 14.5.
							(15 dní)
						",88490,Kreta,7974,Fischer 1 - cestovní kancelář,Polopenze
"
							30.4. - 14.5.
							(15 dní)
						",68490,Kreta,7974,Fischer 1 - cestovní kancelář,Snídaně
"
							27.5. - 3.6.
							(8 dní)
						",27470,Kreta,84245,Greece tours,Polopenze
"
							27.5. - 10.6.
							(15 dní)
						",46060,Kreta,84245,Greece tours,Polopenze
"
							31.5. - 7.6.
							(8 dní)
						",22050,Kreta,84245,Fischer 1 - cestovní kancelář,Polopenze
"
							3.6. - 14.6.
							(12 dní)
						",13491,Kreta,34607,Viamare,Bez stravy
"
							14.6. - 24.6.
							(11 dní)
						",13491,Kreta,34607,Viamare,Bez stravy
"
							24.6. - 5.7.
							(12 dní)
						",14931,Kreta,34607,Viamare,Bez stravy
"
							9.4. - 16.4.
							(8 dní)
						",24490,Kreta,72314,Fischer 1 - cestovní kancelář,All Inclusive
"
							16.4. - 23.4.
							(8 dní)
						",24490,Kreta,72314,Fischer 1 - cestovní kancelář,All Inclusive
"
							23.4. - 30.4.
							(8 dní)
						",21490,Kreta,72314,Fischer 1 - cestovní kancelář,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",16991,Kreta,21808,Firo Tour,All Inclusive
"
							21.5. - 4.6.
							(15 dní)
						",26479,Kreta,21808,Firo Tour,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",18691,Kreta,21808,Firo Tour,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",17640,Kreta,27657,My Planet (Travel Planet),All Inclusive
"
							31.5. - 7.6.
							(8 dní)
						",18681,Kreta,27657,Čedok,All Inclusive
"
							31.5. - 10.6.
							(11 dní)
						",24741,Kreta,27657,Čedok,All Inclusive
"
							31.5. - 7.6.
							(8 dní)
						",14290,Kreta,7568,Fischer 3 - spec.produkt,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",16347,Kreta,7568,Brenna,All Inclusive
"
							3.6. - 14.6.
							(12 dní)
						",20389,Kreta,7568,Brenna,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",10880,Kreta,7950,My Planet (Travel Planet),All Inclusive
"
							27.5. - 7.6.
							(12 dní)
						",19125,Kreta,7950,VTT,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",11010,Kreta,7950,My Planet (Travel Planet),All Inclusive
"
							16.4. - 23.4.
							(8 dní)
						",14290,Kreta,9558,Exim Tours,Polopenze
"
							16.4. - 23.4.
							(8 dní)
						",18880,Kreta,9558,Exim Tours,All Inclusive
"
							23.4. - 30.4.
							(8 dní)
						",14290,Kreta,9558,Exim Tours,Polopenze
"
							14.5. - 21.5.
							(8 dní)
						",12690,Kreta,102734,Fischer 3 - spec.produkt,Polopenze
"
							20.5. - 27.5.
							(8 dní)
						",12690,Kreta,102734,Fischer 3 - spec.produkt,Polopenze
"
							27.5. - 3.6.
							(8 dní)
						",12890,Kreta,102734,Fischer 3 - spec.produkt,Polopenze
"
							26.5. - 6.6.
							(12 dní)
						",12390,Kreta,8947,Pantour,Snídaně
"
							27.5. - 3.6.
							(8 dní)
						",9490,Kreta,8947,Pantour,Snídaně
"
							28.5. - 4.6.
							(8 dní)
						",10754,Kreta,8947,Exim Tours,Snídaně
"
							27.5. - 3.6.
							(8 dní)
						",17410,Kreta,84047,My Planet (Travel Planet),All Inclusive
"
							2.6. - 9.6.
							(8 dní)
						",15690,Kreta,84047,Fischer 1 - cestovní kancelář,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",15690,Kreta,84047,Fischer 1 - cestovní kancelář,All Inclusive
"
							23.4. - 30.4.
							(8 dní)
						",18490,Kreta,58017,Exim Tours,All Inclusive
"
							30.4. - 7.5.
							(8 dní)
						",16990,Kreta,58017,Fischer 1 - cestovní kancelář,All Inclusive
"
							30.4. - 14.5.
							(15 dní)
						",28690,Kreta,58017,Exim Tours,All Inclusive
"
							13.5. - 20.5.
							(8 dní)
						",12590,Kreta,26143,Pantour,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",12060,Kreta,26143,Fischer 3 - spec.produkt,All Inclusive
"
							16.5. - 26.5.
							(11 dní)
						",17290,Kreta,26143,Pantour,All Inclusive
"
							7.5. - 14.5.
							(8 dní)
						",10690,Kreta,24791,Fischer 3 - spec.produkt,Snídaně
"
							7.5. - 14.5.
							(8 dní)
						",11990,Kreta,24791,Fischer 3 - spec.produkt,Polopenze
"
							7.5. - 14.5.
							(8 dní)
						",13890,Kreta,24791,Fischer 3 - spec.produkt,All Inclusive
"
							7.6. - 14.6.
							(8 dní)
						",12951,Kreta,8074,Viamare,Polopenze
"
							7.6. - 17.6.
							(11 dní)
						",15291,Kreta,8074,Viamare,Polopenze
"
							7.6. - 21.6.
							(15 dní)
						",17271,Kreta,8074,Viamare,Polopenze
"
							14.5. - 21.5.
							(8 dní)
						",12990,Kreta,21955,Fischer 3 - spec.produkt,All Inclusive
"
							20.5. - 27.5.
							(8 dní)
						",12990,Kreta,21955,Fischer 3 - spec.produkt,All Inclusive
"
							26.5. - 6.6.
							(12 dní)
						",17390,Kreta,21955,Pantour,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",14480,Kreta,104088,Exim Tours,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",13090,Kreta,104088,Exim Tours,Polopenze
"
							28.5. - 4.6.
							(8 dní)
						",14480,Kreta,104088,Exim Tours,All Inclusive
"
							1.6. - 8.6.
							(8 dní)
						",9090,Kreta,8620,Pantour,Snídaně
"
							1.6. - 8.6.
							(8 dní)
						",11690,Kreta,8620,Pantour,Polopenze
"
							1.6. - 11.6.
							(11 dní)
						",11690,Kreta,8620,Pantour,Snídaně
"
							7.5. - 14.5.
							(8 dní)
						",12360,Kreta,8290,Fischer 3 - spec.produkt,All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",12360,Kreta,8290,Fischer 3 - spec.produkt,All Inclusive
"
							20.5. - 27.5.
							(8 dní)
						",12360,Kreta,8290,Fischer 3 - spec.produkt,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",13690,Kreta,105922,My Planet (Travel Planet),All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",12410,Kreta,105922,My Planet (Travel Planet),Polopenze
"
							3.6. - 10.6.
							(8 dní)
						",14830,Kreta,105922,My Planet (Travel Planet),All Inclusive
"
							14.5. - 21.5.
							(8 dní)
						",14900,Kreta,79484,Fischer 1 - cestovní kancelář,All Inclusive
"
							20.5. - 3.6.
							(15 dní)
						",20260,Kreta,79484,Fischer 1 - cestovní kancelář,All Inclusive
"
							27.5. - 3.6.
							(8 dní)
						",15080,Kreta,79484,Fischer 1 - cestovní kancelář,All Inclusive
"
							21.5. - 28.5.
							(8 dní)
						",11690,Kreta,99049,Electra Tours,All Inclusive
"
							28.5. - 4.6.
							(8 dní)
						",12950,Kreta,99049,Electra Tours,All Inclusive
"
							1.6. - 4.6.
							(4 dny)
						",9890,Kreta,99049,Electra Tours,All Inclusive
"
							3.6. - 10.6.
							(8 dní)
						",20389,Kreta,50757,Brenna,All Inclusive
